cc_p20,cc_p40,cc_p60,cc_p80,cc_default,date,x,y,cc_p20_perc,cc_p40_perc,cc_p60_perc,cc_p80_perc,cc_default_perc
159109,64416,22879,7148,82698,2017-05-31,5632,5120,60.7,24.6,8.7,2.7,31.5
23298,12978,8835,4814,15425,2017-06-20,5632,5120,8.9,5.0,3.4,1.8,5.9
260930,249194,229766,215599,253945,2017-07-10,5632,5120,99.5,95.1,87.6,82.2,96.9
135,3,0,0,0,2017-07-20,5632,5120,0.1,0.0,0.0,0.0,0.0
122132,65891,56926,49231,71709,2017-07-30,5632,5120,46.6,25.1,21.7,18.8,27.4
22,2,1,0,0,2017-08-09,5632,5120,0.0,0.0,0.0,0.0,0.0
11,0,0,0,0,2017-08-19,5632,5120,0.0,0.0,0.0,0.0,0.0
125,21,5,0,0,2017-09-08,5632,5120,0.0,0.0,0.0,0.0,0.0
248671,214214,200648,185408,223454,2017-09-18,5632,5120,94.9,81.7,76.5,70.7,85.2
85166,50954,41387,30862,57550,2017-09-28,5632,5120,32.5,19.4,15.8,11.8,22.0
142842,115538,104239,92995,126827,2017-10-08,5632,5120,54.5,44.1,39.8,35.5,48.4
854,5,0,0,0,2017-10-28,5632,5120,0.3,0.0,0.0,0.0,0.0
6777,2135,440,167,2649,2017-11-07,5632,5120,2.6,0.8,0.2,0.1,1.0
234813,184579,166243,150193,195902,2017-11-17,5632,5120,89.6,70.4,63.4,57.3,74.7
67093,43708,36718,29969,49443,2017-11-27,5632,5120,25.6,16.7,14.0,11.4,18.9
10057,6499,4699,2542,8200,2017-12-07,5632,5120,3.8,2.5,1.8,1.0,3.1
78100,32335,26349,21227,36564,2017-12-17,5632,5120,29.8,12.3,10.1,8.1,13.9
36373,23166,15491,7202,28332,2017-12-27,5632,5120,13.9,8.8,5.9,2.7,10.8
253937,205769,180516,162098,214950,2018-01-06,5632,5120,96.9,78.5,68.9,61.8,82.0
183070,135931,114243,96570,145548,2018-01-26,5632,5120,69.8,51.9,43.6,36.8,55.5
262138,262092,261976,261542,262144,2018-02-15,5632,5120,100.0,100.0,99.9,99.8,100.0
129050,101224,89475,76775,111948,2018-03-17,5632,5120,49.2,38.6,34.1,29.3,42.7
240521,160028,121145,88072,174132,2018-04-16,5632,5120,91.8,61.0,46.2,33.6,66.4
51,2,0,0,0,2018-04-26,5632,5120,0.0,0.0,0.0,0.0,0.0
237971,153917,111331,82770,171360,2018-05-06,5632,5120,90.8,58.7,42.5,31.6,65.4
258077,228916,191288,168285,237004,2018-05-26,5632,5120,98.4,87.3,73.0,64.2,90.4
550,8,0,0,0,2018-06-05,5632,5120,0.2,0.0,0.0,0.0,0.0
1170,478,283,92,659,2018-06-15,5632,5120,0.4,0.2,0.1,0.0,0.3
162634,79573,42520,19994,96458,2018-06-25,5632,5120,62.0,30.4,16.2,7.6,36.8
109341,72991,62020,51094,84330,2018-07-05,5632,5120,41.7,27.8,23.7,19.5,32.2
112,4,0,0,0,2018-07-15,5632,5120,0.0,0.0,0.0,0.0,0.0
87724,46883,21267,7049,60182,2018-07-25,5632,5120,33.5,17.9,8.1,2.7,23.0
57304,35965,27569,17857,43403,2018-08-04,5632,5120,21.9,13.7,10.5,6.8,16.6
104601,40698,13065,2604,51009,2018-08-14,5632,5120,39.9,15.5,5.0,1.0,19.5
2056,920,499,125,1285,2018-08-24,5632,5120,0.8,0.4,0.2,0.0,0.5
34,1,0,0,0,2018-09-03,5632,5120,0.0,0.0,0.0,0.0,0.0
142917,101051,91477,82508,110327,2018-09-13,5632,5120,54.5,38.5,34.9,31.5,42.1
138615,44711,21310,16187,51269,2018-10-03,5632,5120,52.9,17.1,8.1,6.2,19.6
98078,75767,66738,54233,84699,2018-10-23,5632,5120,37.4,28.9,25.5,20.7,32.3
107793,62393,47483,34525,72623,2018-11-02,5632,5120,41.1,23.8,18.1,13.2,27.7
74916,33999,25122,17851,39421,2018-11-12,5632,5120,28.6,13.0,9.6,6.8,15.0
70957,44591,30164,14252,52043,2018-11-22,5632,5120,27.1,17.0,11.5,5.4,19.9
43877,16742,12889,10844,19493,2018-12-02,5632,5120,16.7,6.4,4.9,4.1,7.4
262139,262133,262125,262099,262144,2019-01-01,5632,5120,100.0,100.0,100.0,100.0,100.0
183024,125009,98946,78800,138846,2019-01-21,5632,5120,69.8,47.7,37.7,30.1,53.0
119,0,0,0,0,2019-02-20,5632,5120,0.0,0.0,0.0,0.0,0.0
92796,64077,46422,29047,73244,2019-03-02,5632,5120,35.4,24.4,17.7,11.1,27.9
31,0,0,0,0,2019-03-12,5632,5120,0.0,0.0,0.0,0.0,0.0
250117,152549,106619,86643,161469,2019-04-11,5632,5120,95.4,58.2,40.7,33.1,61.6
262093,257503,244030,211756,260290,2019-04-21,5632,5120,100.0,98.2,93.1,80.8,99.3
192841,147505,119715,77603,156381,2019-05-01,5632,5120,73.6,56.3,45.7,29.6,59.7
86,0,0,0,0,2019-05-11,5632,5120,0.0,0.0,0.0,0.0,0.0
110968,29342,17722,8394,33506,2019-05-21,5632,5120,42.3,11.2,6.8,3.2,12.8
257826,225280,198932,168596,233773,2019-06-10,5632,5120,98.4,85.9,75.9,64.3,89.2
316,10,0,0,0,2019-06-20,5632,5120,0.1,0.0,0.0,0.0,0.0
639,325,236,129,421,2019-06-30,5632,5120,0.2,0.1,0.1,0.0,0.2
63,3,0,0,0,2019-07-20,5632,5120,0.0,0.0,0.0,0.0,0.0
186617,130947,113694,94757,147580,2019-07-30,5632,5120,71.2,50.0,43.4,36.1,56.3
30,4,0,0,0,2019-08-09,5632,5120,0.0,0.0,0.0,0.0,0.0
118952,89237,71693,53589,100008,2016-12-22,5632,5632,45.4,34.0,27.3,20.4,38.2
137521,100701,84764,67069,111625,2017-01-01,5632,5632,52.5,38.4,32.3,25.6,42.6
111864,74697,56237,35619,83163,2017-01-11,5632,5632,42.7,28.5,21.5,13.6,31.7
36054,22379,16103,11049,25367,2017-02-10,5632,5632,13.8,8.5,6.1,4.2,9.7
55358,40306,31099,20881,46167,2017-02-20,5632,5632,21.1,15.4,11.9,8.0,17.6
173233,109119,84917,59490,121080,2017-03-02,5632,5632,66.1,41.6,32.4,22.7,46.2
59013,46045,37439,28604,51721,2017-03-12,5632,5632,22.5,17.6,14.3,10.9,19.7
87,6,0,0,0,2017-04-01,5632,5632,0.0,0.0,0.0,0.0,0.0
378,36,0,0,0,2017-04-11,5632,5632,0.1,0.0,0.0,0.0,0.0
262144,262144,262144,262144,262144,2017-05-01,5632,5632,100.0,100.0,100.0,100.0,100.0
8,0,0,0,0,2017-05-11,5632,5632,0.0,0.0,0.0,0.0,0.0
233269,180007,153685,131657,197862,2017-05-21,5632,5632,89.0,68.7,58.6,50.2,75.5
136178,56639,17453,2841,72263,2017-05-31,5632,5632,51.9,21.6,6.7,1.1,27.6
55019,39789,29888,21351,42674,2017-06-20,5632,5632,21.0,15.2,11.4,8.1,16.3
262000,256768,247384,233941,259452,2017-07-10,5632,5632,99.9,97.9,94.4,89.2,99.0
0,0,0,0,0,2017-07-20,5632,5632,0.0,0.0,0.0,0.0,0.0
108615,45205,33981,26018,51981,2017-07-30,5632,5632,41.4,17.2,13.0,9.9,19.8
9,0,0,0,0,2017-08-09,5632,5632,0.0,0.0,0.0,0.0,0.0
5,1,0,0,0,2017-08-19,5632,5632,0.0,0.0,0.0,0.0,0.0
4279,2948,2368,1806,3774,2017-09-08,5632,5632,1.6,1.1,0.9,0.7,1.4
204147,108430,84245,69075,119371,2017-09-18,5632,5632,77.9,41.4,32.1,26.4,45.5
36147,18380,9524,2530,22570,2017-09-28,5632,5632,13.8,7.0,3.6,1.0,8.6
115424,88806,76436,64335,100333,2017-10-08,5632,5632,44.0,33.9,29.2,24.5,38.3
23,2,0,0,0,2017-10-28,5632,5632,0.0,0.0,0.0,0.0,0.0
8886,5671,4845,3813,6619,2017-11-07,5632,5632,3.4,2.2,1.8,1.5,2.5
229613,213763,208435,203247,217316,2017-11-17,5632,5632,87.6,81.5,79.5,77.5,82.9
74697,51034,40715,32175,58896,2017-11-27,5632,5632,28.5,19.5,15.5,12.3,22.5
6705,3982,2597,1196,5214,2017-12-07,5632,5632,2.6,1.5,1.0,0.5,2.0
120211,82291,71627,60311,89047,2017-12-17,5632,5632,45.9,31.4,27.3,23.0,34.0
60531,48260,41801,34275,52871,2017-12-27,5632,5632,23.1,18.4,15.9,13.1,20.2
105269,62853,53044,42847,71214,2018-01-06,5632,5632,40.2,24.0,20.2,16.3,27.2
220416,183815,167979,152513,192296,2018-01-26,5632,5632,84.1,70.1,64.1,58.2,73.4
262144,262144,262144,262144,262144,2018-02-15,5632,5632,100.0,100.0,100.0,100.0,100.0
68458,49868,39284,29237,57154,2018-03-17,5632,5632,26.1,19.0,15.0,11.2,21.8
258257,206134,162703,133381,219248,2018-04-16,5632,5632,98.5,78.6,62.1,50.9,83.6
153,1,0,0,0,2018-04-26,5632,5632,0.1,0.0,0.0,0.0,0.0
255514,202462,168034,145732,217601,2018-05-06,5632,5632,97.5,77.2,64.1,55.6,83.0
262144,262067,259663,253999,262144,2018-05-26,5632,5632,100.0,100.0,99.1,96.9,100.0
189,0,0,0,0,2018-06-05,5632,5632,0.1,0.0,0.0,0.0,0.0
346,1,0,0,0,2018-06-15,5632,5632,0.1,0.0,0.0,0.0,0.0
101442,31978,10446,1680,40000,2018-06-25,5632,5632,38.7,12.2,4.0,0.6,15.3
89217,58720,47217,34306,69164,2018-07-05,5632,5632,34.0,22.4,18.0,13.1,26.4
2249,47,2,1,0,2018-07-15,5632,5632,0.9,0.0,0.0,0.0,0.0
27674,10958,4508,1014,14878,2018-07-25,5632,5632,10.6,4.2,1.7,0.4,5.7
40970,21418,14211,6527,26335,2018-08-04,5632,5632,15.6,8.2,5.4,2.5,10.0
48865,23407,10173,2324,28415,2018-08-14,5632,5632,18.6,8.9,3.9,0.9,10.8
12513,6356,4265,2077,7998,2018-08-24,5632,5632,4.8,2.4,1.6,0.8,3.1
114,5,1,0,0,2018-09-03,5632,5632,0.0,0.0,0.0,0.0,0.0
154460,107578,94172,82884,117270,2018-09-13,5632,5632,58.9,41.0,35.9,31.6,44.7
180920,112330,90195,78156,126123,2018-10-03,5632,5632,69.0,42.9,34.4,29.8,48.1
157559,122770,112941,101506,132412,2018-10-23,5632,5632,60.1,46.8,43.1,38.7,50.5
47121,17468,9399,4926,21396,2018-11-02,5632,5632,18.0,6.7,3.6,1.9,8.2
93734,47721,36188,29074,54197,2018-11-12,5632,5632,35.8,18.2,13.8,11.1,20.7
213238,184988,166607,140567,197462,2018-11-22,5632,5632,81.3,70.6,63.6,53.6,75.3
55978,29906,24912,20633,35944,2018-12-02,5632,5632,21.4,11.4,9.5,7.9,13.7
262131,262013,261711,260664,262144,2019-01-01,5632,5632,100.0,100.0,99.8,99.4,100.0
185710,129590,106800,86268,144724,2019-01-21,5632,5632,70.8,49.4,40.7,32.9,55.2
77,0,0,0,0,2019-02-20,5632,5632,0.0,0.0,0.0,0.0,0.0
93446,66012,53432,39670,73584,2019-03-02,5632,5632,35.6,25.2,20.4,15.1,28.1
16,0,0,0,0,2019-03-12,5632,5632,0.0,0.0,0.0,0.0,0.0
261213,246540,218067,196465,253410,2019-04-11,5632,5632,99.6,94.0,83.2,74.9,96.7
262142,262115,262002,261407,262144,2019-04-21,5632,5632,100.0,100.0,99.9,99.7,100.0
120880,62553,40385,21978,69372,2019-05-01,5632,5632,46.1,23.9,15.4,8.4,26.5
60,0,0,0,0,2019-05-11,5632,5632,0.0,0.0,0.0,0.0,0.0
66219,20842,12887,6487,24611,2019-05-21,5632,5632,25.3,8.0,4.9,2.5,9.4
232287,171390,132408,108441,183543,2019-06-10,5632,5632,88.6,65.4,50.5,41.4,70.0
255,3,0,0,0,2019-06-20,5632,5632,0.1,0.0,0.0,0.0,0.0
1477,383,135,58,486,2019-06-30,5632,5632,0.6,0.1,0.1,0.0,0.2
58,1,0,0,0,2019-07-20,5632,5632,0.0,0.0,0.0,0.0,0.0
216392,165887,142999,120028,183802,2019-07-30,5632,5632,82.5,63.3,54.5,45.8,70.1
45,0,0,0,0,2019-08-09,5632,5632,0.0,0.0,0.0,0.0,0.0
164445,138951,110349,87305,145419,2016-12-22,5632,6144,62.7,53.0,42.1,33.3,55.5
95109,83251,77470,69405,89741,2017-01-01,5632,6144,36.3,31.8,29.6,26.5,34.2
13440,7583,4152,1971,8953,2017-01-11,5632,6144,5.1,2.9,1.6,0.8,3.4
53345,37074,28498,20610,42430,2017-02-10,5632,6144,20.3,14.1,10.9,7.9,16.2
60750,42969,30886,15742,51109,2017-02-20,5632,6144,23.2,16.4,11.8,6.0,19.5
107203,83092,70430,55595,91630,2017-03-02,5632,6144,40.9,31.7,26.9,21.2,35.0
72089,57093,47731,38758,64010,2017-03-12,5632,6144,27.5,21.8,18.2,14.8,24.4
2,0,0,0,0,2017-04-01,5632,6144,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,2017-04-11,5632,6144,0.0,0.0,0.0,0.0,0.0
262144,262144,262144,262144,262144,2017-05-01,5632,6144,100.0,100.0,100.0,100.0,100.0
0,0,0,0,0,2017-05-11,5632,6144,0.0,0.0,0.0,0.0,0.0
149937,118395,107420,96491,127832,2017-05-21,5632,6144,57.2,45.2,41.0,36.8,48.8
158769,92004,43374,12917,118026,2017-05-31,5632,6144,60.6,35.1,16.5,4.9,45.0
120071,91875,77516,58219,99267,2017-06-20,5632,6144,45.8,35.0,29.6,22.2,37.9
248138,132223,103431,82304,145707,2017-07-10,5632,6144,94.7,50.4,39.5,31.4,55.6
0,0,0,0,0,2017-07-20,5632,6144,0.0,0.0,0.0,0.0,0.0
253255,227314,214373,201249,235364,2017-07-30,5632,6144,96.6,86.7,81.8,76.8,89.8
0,0,0,0,0,2017-08-09,5632,6144,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2017-08-19,5632,6144,0.0,0.0,0.0,0.0,0.0
13,1,0,0,0,2017-09-08,5632,6144,0.0,0.0,0.0,0.0,0.0
217878,127656,105298,85750,142742,2017-09-18,5632,6144,83.1,48.7,40.2,32.7,54.5
59678,37869,27969,17102,44558,2017-09-28,5632,6144,22.8,14.4,10.7,6.5,17.0
165646,138011,127390,116514,149233,2017-10-08,5632,6144,63.2,52.6,48.6,44.4,56.9
1,0,0,0,0,2017-10-28,5632,6144,0.0,0.0,0.0,0.0,0.0
4956,3500,2826,1895,4578,2017-11-07,5632,6144,1.9,1.3,1.1,0.7,1.7
45031,34582,30600,25365,39475,2017-11-17,5632,6144,17.2,13.2,11.7,9.7,15.1
31069,23854,19442,15154,28059,2017-11-27,5632,6144,11.9,9.1,7.4,5.8,10.7
6205,4494,3500,2477,5771,2017-12-07,5632,6144,2.4,1.7,1.3,0.9,2.2
75797,58933,51365,44628,65522,2017-12-17,5632,6144,28.9,22.5,19.6,17.0,25.0
36716,30746,26872,21303,34512,2017-12-27,5632,6144,14.0,11.7,10.3,8.1,13.2
36213,27018,23252,18986,30803,2018-01-06,5632,6144,13.8,10.3,8.9,7.2,11.8
69608,45093,35649,24551,51974,2018-01-26,5632,6144,26.6,17.2,13.6,9.4,19.8
262144,262144,262144,262144,262144,2018-02-15,5632,6144,100.0,100.0,100.0,100.0,100.0
24288,18638,14541,10688,22306,2018-03-17,5632,6144,9.3,7.1,5.5,4.1,8.5
260157,241390,214039,186559,247841,2018-04-16,5632,6144,99.2,92.1,81.6,71.2,94.5
1,0,0,0,0,2018-04-26,5632,6144,0.0,0.0,0.0,0.0,0.0
208828,135263,114618,98641,145266,2018-05-06,5632,6144,79.7,51.6,43.7,37.6,55.4
262144,262016,260911,258090,262144,2018-05-26,5632,6144,100.0,100.0,99.5,98.5,100.0
0,0,0,0,0,2018-06-05,5632,6144,0.0,0.0,0.0,0.0,0.0
15,0,0,0,0,2018-06-15,5632,6144,0.0,0.0,0.0,0.0,0.0
131664,42291,12462,2710,53261,2018-06-25,5632,6144,50.2,16.1,4.8,1.0,20.3
91011,66066,57072,47432,75579,2018-07-05,5632,6144,34.7,25.2,21.8,18.1,28.8
8,0,0,0,0,2018-07-15,5632,6144,0.0,0.0,0.0,0.0,0.0
24874,7679,1512,78,10516,2018-07-25,5632,6144,9.5,2.9,0.6,0.0,4.0
33110,20440,15805,9211,25255,2018-08-04,5632,6144,12.6,7.8,6.0,3.5,9.6
159840,132985,113508,95850,142074,2018-08-14,5632,6144,61.0,50.7,43.3,36.6,54.2
14506,9542,6955,3662,11954,2018-08-24,5632,6144,5.5,3.6,2.7,1.4,4.6
0,0,0,0,0,2018-09-03,5632,6144,0.0,0.0,0.0,0.0,0.0
133553,97358,85252,72865,108926,2018-09-13,5632,6144,50.9,37.1,32.5,27.8,41.6
64092,22693,15661,11686,27877,2018-10-03,5632,6144,24.4,8.7,6.0,4.5,10.6
180196,146430,133898,120560,160838,2018-10-23,5632,6144,68.7,55.9,51.1,46.0,61.4
20903,15951,12440,9644,18708,2018-11-02,5632,6144,8.0,6.1,4.7,3.7,7.1
37660,27130,21037,15140,33538,2018-11-12,5632,6144,14.4,10.3,8.0,5.8,12.8
240654,227919,218109,207621,234644,2018-11-22,5632,6144,91.8,86.9,83.2,79.2,89.5
33419,19063,16685,14172,22178,2018-12-02,5632,6144,12.7,7.3,6.4,5.4,8.5
262095,261812,261086,259144,262144,2019-01-01,5632,6144,100.0,99.9,99.6,98.9,100.0
76557,49608,38137,27085,59648,2019-01-21,5632,6144,29.2,18.9,14.5,10.3,22.8
36,0,0,0,0,2019-02-20,5632,6144,0.0,0.0,0.0,0.0,0.0
63244,43640,33178,24055,49989,2019-03-02,5632,6144,24.1,16.6,12.7,9.2,19.1
16,0,0,0,0,2019-03-12,5632,6144,0.0,0.0,0.0,0.0,0.0
262122,262084,261958,261351,262144,2019-04-11,5632,6144,100.0,100.0,99.9,99.7,100.0
262144,262136,262117,262064,262144,2019-04-21,5632,6144,100.0,100.0,100.0,100.0,100.0
31424,10291,4985,1273,12536,2019-05-01,5632,6144,12.0,3.9,1.9,0.5,4.8
18,0,0,0,0,2019-05-11,5632,6144,0.0,0.0,0.0,0.0,0.0
22666,3993,1411,5,4490,2019-05-21,5632,6144,8.6,1.5,0.5,0.0,1.7
260516,238313,213075,189683,246525,2019-06-10,5632,6144,99.4,90.9,81.3,72.4,94.0
3,0,0,0,0,2019-06-20,5632,6144,0.0,0.0,0.0,0.0,0.0
29507,23052,19421,15530,27136,2019-06-30,5632,6144,11.3,8.8,7.4,5.9,10.4
1,0,0,0,0,2019-07-20,5632,6144,0.0,0.0,0.0,0.0,0.0
167430,122148,108658,95146,138405,2019-07-30,5632,6144,63.9,46.6,41.4,36.3,52.8
0,0,0,0,0,2019-08-09,5632,6144,0.0,0.0,0.0,0.0,0.0
191831,178120,163259,146882,183013,2016-12-22,5632,6656,73.2,67.9,62.3,56.0,69.8
136937,115302,103877,90945,122489,2017-01-01,5632,6656,52.2,44.0,39.6,34.7,46.7
49738,36482,27234,19748,42960,2017-01-11,5632,6656,19.0,13.9,10.4,7.5,16.4
210546,174562,157298,138240,186242,2017-02-10,5632,6656,80.3,66.6,60.0,52.7,71.0
62004,44519,32442,17833,53144,2017-02-20,5632,6656,23.7,17.0,12.4,6.8,20.3
144819,115802,101004,83688,126904,2017-03-02,5632,6656,55.2,44.2,38.5,31.9,48.4
33851,25077,19592,14278,29628,2017-03-12,5632,6656,12.9,9.6,7.5,5.4,11.3
7,1,0,0,0,2017-04-01,5632,6656,0.0,0.0,0.0,0.0,0.0
2564,722,353,50,913,2017-04-11,5632,6656,1.0,0.3,0.1,0.0,0.3
262144,262093,261315,260299,262144,2017-05-01,5632,6656,100.0,100.0,99.7,99.3,100.0
0,0,0,0,0,2017-05-11,5632,6656,0.0,0.0,0.0,0.0,0.0
178347,141886,126016,111963,152617,2017-05-21,5632,6656,68.0,54.1,48.1,42.7,58.2
148709,100579,53527,15760,126216,2017-05-31,5632,6656,56.7,38.4,20.4,6.0,48.1
99500,73118,56588,33360,82181,2017-06-20,5632,6656,38.0,27.9,21.6,12.7,31.3
234649,137823,115525,96688,153424,2017-07-10,5632,6656,89.5,52.6,44.1,36.9,58.5
0,0,0,0,0,2017-07-20,5632,6656,0.0,0.0,0.0,0.0,0.0
115397,68028,55654,44214,78934,2017-07-30,5632,6656,44.0,26.0,21.2,16.9,30.1
0,0,0,0,0,2017-08-09,5632,6656,0.0,0.0,0.0,0.0,0.0
0,0,0,0,0,2017-08-19,5632,6656,0.0,0.0,0.0,0.0,0.0
5479,3396,2585,1715,4618,2017-09-08,5632,6656,2.1,1.3,1.0,0.7,1.8
195170,104103,76889,60247,116229,2017-09-18,5632,6656,74.5,39.7,29.3,23.0,44.3
12919,6958,4080,1417,8552,2017-09-28,5632,6656,4.9,2.7,1.6,0.5,3.3
130955,105692,96944,86913,114825,2017-10-08,5632,6656,50.0,40.3,37.0,33.2,43.8
4,0,0,0,0,2017-10-28,5632,6656,0.0,0.0,0.0,0.0,0.0
22500,18013,15934,12989,21291,2017-11-07,5632,6656,8.6,6.9,6.1,5.0,8.1
60127,52823,49220,45548,57789,2017-11-17,5632,6656,22.9,20.2,18.8,17.4,22.0
67318,53488,46118,41172,59809,2017-11-27,5632,6656,25.7,20.4,17.6,15.7,22.8
2965,2004,1340,640,2647,2017-12-07,5632,6656,1.1,0.8,0.5,0.2,1.0
64840,50222,42509,36256,56374,2017-12-17,5632,6656,24.7,19.2,16.2,13.8,21.5
37412,28069,23131,16595,32630,2017-12-27,5632,6656,14.3,10.7,8.8,6.3,12.4
84350,62391,54290,45417,71825,2018-01-06,5632,6656,32.2,23.8,20.7,17.3,27.4
109437,75036,61262,46755,86121,2018-01-26,5632,6656,41.7,28.6,23.4,17.8,32.9
262144,262143,262140,262131,262144,2018-02-15,5632,6656,100.0,100.0,100.0,100.0,100.0
118757,101345,90118,78452,112712,2018-03-17,5632,6656,45.3,38.7,34.4,29.9,43.0
241500,165300,126100,97904,178390,2018-04-16,5632,6656,92.1,63.1,48.1,37.3,68.1
0,0,0,0,0,2018-04-26,5632,6656,0.0,0.0,0.0,0.0,0.0
248798,217667,202315,187988,222659,2018-05-06,5632,6656,94.9,83.0,77.2,71.7,84.9
251823,204665,173944,156958,214970,2018-05-26,5632,6656,96.1,78.1,66.4,59.9,82.0
49,1,0,0,0,2018-06-05,5632,6656,0.0,0.0,0.0,0.0,0.0
99,0,0,0,0,2018-06-15,5632,6656,0.0,0.0,0.0,0.0,0.0
154640,51057,14822,2507,65245,2018-06-25,5632,6656,59.0,19.5,5.7,1.0,24.9
95590,75130,66764,56764,85521,2018-07-05,5632,6656,36.5,28.7,25.5,21.7,32.6
61,6,1,0,0,2018-07-15,5632,6656,0.0,0.0,0.0,0.0,0.0
778,9,2,0,0,2018-07-25,5632,6656,0.3,0.0,0.0,0.0,0.0
26290,15938,11803,7223,19716,2018-08-04,5632,6656,10.0,6.1,4.5,2.8,7.5
119170,68833,46931,34643,79185,2018-08-14,5632,6656,45.5,26.3,17.9,13.2,30.2
2227,711,247,30,981,2018-08-24,5632,6656,0.8,0.3,0.1,0.0,0.4
10,0,0,0,0,2018-09-03,5632,6656,0.0,0.0,0.0,0.0,0.0
120168,94851,83353,71692,103456,2018-09-13,5632,6656,45.8,36.2,31.8,27.3,39.5
73342,28259,20106,15621,34634,2018-10-03,5632,6656,28.0,10.8,7.7,6.0,13.2
119368,103224,97373,91127,109591,2018-10-23,5632,6656,45.5,39.4,37.1,34.8,41.8
50024,43843,38508,33655,48418,2018-11-02,5632,6656,19.1,16.7,14.7,12.8,18.5
15187,9997,7588,5401,12078,2018-11-12,5632,6656,5.8,3.8,2.9,2.1,4.6
104420,84338,73184,63579,91739,2018-11-22,5632,6656,39.8,32.2,27.9,24.3,35.0
52209,30586,24855,19672,35863,2018-12-02,5632,6656,19.9,11.7,9.5,7.5,13.7
258980,254537,250364,240538,258467,2019-01-01,5632,6656,98.8,97.1,95.5,91.8,98.6
156143,116331,102850,89322,128462,2019-01-21,5632,6656,59.6,44.4,39.2,34.1,49.0
9,0,0,0,0,2019-02-20,5632,6656,0.0,0.0,0.0,0.0,0.0
47911,35168,29545,23610,38925,2019-03-02,5632,6656,18.3,13.4,11.3,9.0,14.8
15,0,0,0,0,2019-03-12,5632,6656,0.0,0.0,0.0,0.0,0.0
261692,257831,252850,246683,259544,2019-04-11,5632,6656,99.8,98.4,96.5,94.1,99.0
262141,262136,262134,262124,262144,2019-04-21,5632,6656,100.0,100.0,100.0,100.0,100.0
211890,163836,146152,117897,169857,2019-05-01,5632,6656,80.8,62.5,55.8,45.0,64.8
9,0,0,0,0,2019-05-11,5632,6656,0.0,0.0,0.0,0.0,0.0
21598,4782,2926,356,5374,2019-05-21,5632,6656,8.2,1.8,1.1,0.1,2.1
195447,155376,134929,116267,162945,2019-06-10,5632,6656,74.6,59.3,51.5,44.4,62.2
6,1,0,0,0,2019-06-20,5632,6656,0.0,0.0,0.0,0.0,0.0
1135,630,436,176,854,2019-06-30,5632,6656,0.4,0.2,0.2,0.1,0.3
4,1,0,0,0,2019-07-20,5632,6656,0.0,0.0,0.0,0.0,0.0
151013,104007,89345,74712,119278,2019-07-30,5632,6656,57.6,39.7,34.1,28.5,45.5
4,2,1,0,0,2019-08-09,5632,6656,0.0,0.0,0.0,0.0,0.0
162678,149110,140831,126227,155605,2016-12-22,5632,7168,62.1,56.9,53.7,48.2,59.4
132483,113837,107622,100607,118046,2017-01-01,5632,7168,50.5,43.4,41.1,38.4,45.0
133260,104181,84510,64068,116829,2017-01-11,5632,7168,50.8,39.7,32.2,24.4,44.6
196117,153942,134376,116329,166640,2017-02-10,5632,7168,74.8,58.7,51.3,44.4,63.6
64606,47452,36926,23818,53784,2017-02-20,5632,7168,24.6,18.1,14.1,9.1,20.5
69579,46908,36787,28286,53247,2017-03-02,5632,7168,26.5,17.9,14.0,10.8,20.3
40265,31517,26797,21972,35409,2017-03-12,5632,7168,15.4,12.0,10.2,8.4,13.5
13,0,0,0,0,2017-04-01,5632,7168,0.0,0.0,0.0,0.0,0.0
44,0,0,0,0,2017-04-11,5632,7168,0.0,0.0,0.0,0.0,0.0
262144,262144,262144,262141,262144,2017-05-01,5632,7168,100.0,100.0,100.0,100.0,100.0
6,0,0,0,0,2017-05-11,5632,7168,0.0,0.0,0.0,0.0,0.0
50301,27298,20295,13544,32881,2017-05-21,5632,7168,19.2,10.4,7.7,5.2,12.5
13190,4756,1520,243,5550,2017-05-31,5632,7168,5.0,1.8,0.6,0.1,2.1
10392,5174,2836,794,6309,2017-06-20,5632,7168,4.0,2.0,1.1,0.3,2.4
232323,145309,121816,103121,158092,2017-07-10,5632,7168,88.6,55.4,46.5,39.3,60.3
21,0,0,0,0,2017-07-20,5632,7168,0.0,0.0,0.0,0.0,0.0
103937,66394,57445,50848,74626,2017-07-30,5632,7168,39.6,25.3,21.9,19.4,28.5
2,0,0,0,0,2017-08-09,5632,7168,0.0,0.0,0.0,0.0,0.0
1,0,0,0,0,2017-08-19,5632,7168,0.0,0.0,0.0,0.0,0.0
15368,11545,9637,7471,14072,2017-09-08,5632,7168,5.9,4.4,3.7,2.8,5.4
185392,118120,94466,78823,129540,2017-09-18,5632,7168,70.7,45.1,36.0,30.1,49.4
9120,5628,2941,1085,6728,2017-09-28,5632,7168,3.5,2.1,1.1,0.4,2.6
121702,93034,79434,65110,107295,2017-10-08,5632,7168,46.4,35.5,30.3,24.8,40.9
13,0,0,0,0,2017-10-28,5632,7168,0.0,0.0,0.0,0.0,0.0
15799,12093,10161,7731,14580,2017-11-07,5632,7168,6.0,4.6,3.9,2.9,5.6
55358,40767,36073,31168,46146,2017-11-17,5632,7168,21.1,15.6,13.8,11.9,17.6
